_id,,anime_id,name,genre,rating,members,image_url,__v
66f1a8bb19e27ddfaa828745,100,30230,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",8.5,38531,https://cdn.myanimelist.net/images/anime/9/74398.jpg,1
66f1a8bb19e27ddfaa828746,101,18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",8.5,245026,https://cdn.myanimelist.net/images/anime/13/55039.jpg,1
66f1a8bb19e27ddfaa828747,102,11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",8.5,135735,https://cdn.myanimelist.net/images/anime/5/54231.jpg,1
66f1a8bb19e27ddfaa828748,103,11917,Major: World Series,"Comedy, Drama, Sports",8.5,13405,https://cdn.myanimelist.net/images/anime/5/75220.jpg,1
66f1a8bb19e27ddfaa828749,104,205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",8.5,390076,https://cdn.myanimelist.net/images/anime/1370/135212.jpg,1
66f1a8bb19e27ddfaa82874a,105,32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",8.5,185015,https://cdn.myanimelist.net/images/anime/8/79353.jpg,1
66f1a8bb19e27ddfaa82874b,106,6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",8.49,207241,https://cdn.myanimelist.net/images/anime/1112/119225.jpg,1
66f1a8bb19e27ddfaa82874c,107,11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",8.49,85361,https://cdn.myanimelist.net/images/anime/6/42265.jpg,1
66f1a8bb19e27ddfaa82874d,108,7655,Major S6,"Comedy, Drama, Sports",8.49,24788,https://cdn.myanimelist.net/images/anime/2/75216.jpg,1
66f1a8bb19e27ddfaa82874e,109,2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",8.49,88850,https://cdn.myanimelist.net/images/anime/3/20713.jpg,1
66f1a8bb19e27ddfaa82874f,110,25835,Shirobako,"Comedy, Drama",8.49,146895,https://cdn.myanimelist.net/images/anime/1460/141897.jpg,1
66f1a8bb19e27ddfaa828750,111,2921,Ashita no Joe 2,"Drama, Sports",8.48,6259,https://cdn.myanimelist.net/images/anime/3/45028.jpg,1
66f1a8bb19e27ddfaa828751,112,136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",8.48,166255,https://cdn.myanimelist.net/images/anime/1305/132237.jpg,1
66f1a8bb19e27ddfaa828752,113,30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",8.48,299434,https://cdn.myanimelist.net/images/anime/1689/94850.jpg,1
66f1a8bb19e27ddfaa828753,114,12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",8.48,146592,https://cdn.myanimelist.net/images/anime/1604/98654.jpg,1
66f1a8bb19e27ddfaa828754,115,523,Tonari no Totoro,"Adventure, Comedy, Supernatural",8.48,271484,https://cdn.myanimelist.net/images/anime/4/75923.jpg,1
66f1a8bb19e27ddfaa828755,116,467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",8.47,194491,https://cdn.myanimelist.net/images/anime/11/50857.jpg,1
66f1a8bb19e27ddfaa828756,117,572,Kaze no Tani no Nausicaä,"Adventure, Fantasy",8.47,143273,https://cdn.myanimelist.net/images/anime/10/75914.jpg,1
66f1a8bb19e27ddfaa828757,118,19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",8.47,602291,https://cdn.myanimelist.net/images/anime/1074/111944.jpg,1
66f1a8bb19e27ddfaa828758,119,2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",8.47,15074,https://cdn.myanimelist.net/images/anime/4/17979.jpg,1
66f1a8bb19e27ddfaa828759,120,392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",8.47,195017,https://cdn.myanimelist.net/images/anime/1228/111372.jpg,1
66f1a8bb19e27ddfaa82875a,121,486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",8.46,102822,https://cdn.myanimelist.net/images/anime/1763/95397.jpg,1
66f1a8bb19e27ddfaa82875b,122,11771,Kuroko no Basket,"Comedy, School, Shounen, Sports",8.46,338315,https://cdn.myanimelist.net/images/anime/11/50453.jpg,1
66f1a8bb19e27ddfaa82875c,123,1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",8.46,157025,https://cdn.myanimelist.net/images/anime/9/11986.jpg,1
66f1a8bb19e27ddfaa82875d,124,5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",8.46,210491,https://cdn.myanimelist.net/images/anime/6/59399.jpg,1
66f1a8bb19e27ddfaa82875e,125,25781,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",8.45,92543,https://cdn.myanimelist.net/images/anime/8/69497.jpg,1
66f1a8bb19e27ddfaa82875f,126,10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",8.46,159548,https://cdn.myanimelist.net/images/anime/1805/123188.jpg,1
66f1a8bb19e27ddfaa828760,127,28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",8.45,205987,https://cdn.myanimelist.net/images/anime/1881/124810.jpg,1
66f1a8bb19e27ddfaa828761,128,5420,Kemono no Souja Erin,"Drama, Fantasy",8.45,36751,https://cdn.myanimelist.net/images/anime/9/19845.jpg,1
66f1a8bb19e27ddfaa828762,129,9260,Kizumonogatari I: Tekketsu-hen,"Mystery, Supernatural, Vampire",8.45,99579,https://cdn.myanimelist.net/images/anime/1783/112810.jpg,1
66f1a8bb19e27ddfaa828763,130,32,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",8.45,215630,https://cdn.myanimelist.net/images/anime/1404/98182.jpg,1
66f1a8bb19e27ddfaa828764,131,4224,Toradora!,"Comedy, Romance, School, Slice of Life",8.45,633817,https://cdn.myanimelist.net/images/anime/13/22128.jpg,1
66f1a8bb19e27ddfaa828765,132,2236,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi",8.44,289206,https://cdn.myanimelist.net/images/anime/1/2432.jpg,1
66f1a8bb19e27ddfaa828766,133,2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",8.44,57963,https://cdn.myanimelist.net/images/anime/4/49129.jpg,1
66f1a8bb19e27ddfaa828767,134,31181,Owarimonogatari,"Comedy, Mystery, Supernatural",8.43,107855,https://cdn.myanimelist.net/images/anime/8/76479.jpg,1
66f1a8bb19e27ddfaa828768,135,45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",8.43,218928,https://cdn.myanimelist.net/images/anime/1346/119505.jpg,1
66f1a8bb19e27ddfaa828769,136,2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai",8.43,125503,https://cdn.myanimelist.net/images/anime/9/87066.jpg,1
66f1a8bb19e27ddfaa82876a,137,1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",8.42,28462,https://cdn.myanimelist.net/images/anime/1400/94320.jpg,1
66f1a8bb19e27ddfaa82876b,138,22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",8.42,267484,https://cdn.myanimelist.net/images/anime/12/67333.jpg,1
66f1a8bb19e27ddfaa82876c,139,627,Major S1,"Comedy, Drama, Shounen, Sports",8.42,41061,https://cdn.myanimelist.net/images/anime/13/73973.jpg,1
66f1a8bb19e27ddfaa82876d,140,10937,Mobile Suit Gundam: The Origin,"Action, Mecha, Military, Sci-Fi, Shounen, Space",8.42,15420,https://cdn.myanimelist.net/images/anime/4/72702.jpg,1
